Customer_ID,Name,Gender,Age,City,Signup_Date,Last_Purchase_Date,Purchase_Amount,Feedback_Score,Email
CUST1579,Joseph Sanchez,M,61 years,lucknow,2018-03-03,2023-02-06,28327.2,5.0,sanchez99@hotmail.com
CUST1493,Brenda Rodriguez,M,33.0,hyderabad,2022-02-17,2025-04-24,78118.1,1.0,rodriguez97@outlook.com
CUST7229,Melissa King,MALE,64.0,JAIPUR,2020-08-11,2024-12-06,29039.4,4.0,king46@hotmail.com
CUST6359,John Thomas,F,63.0,surat,2018-06-12,2024-06-10,16087.1,10.0,thomas73@gmail.com
CUST4311,Robert Adams,Male,59.0,BANGALORE,2019-11-10,2024-01-01,5837.8,4.0,robertadams@outlook.com
CUST7347,Betty White,FEMALE,54.0,bangalore,2020-12-01,2024-01-17,40384.0,6.0,bwhite@example.com
CUST6241,John Robinson,M,64.0,Bangalore,2018-07-26,2025-10-06,10546.3,7.0,johnrobinson@example.com
CUST5023,George Campbell,,,HYDERABAD,2021-01-31,2025-07-27,50643.0,1.0,georgecampbell@outlook.com
CUST1833,,M,30.0,Jaipur,2019-12-22,2025-06-10,6539.2,7.0,mwilson@example.com
CUST3374,Patricia Rodriguez,m,25.0,Pune,2020-05-22,,29745.4,7.0,prodriguez@gmail.com
CUST9090,Linda Sanchez,,43.0,Hyderabad,2022-01-31,2024-03-10,21464.5,,
CUST2953,Deborah Roberts,Male,,chennai,2018-09-15,2025-02-12,21780.0,7.0,roberts64@example.com
CUST1531,Karen Hernandez,f,67.0,nagpur,2018-09-20,2024-05-21,45018.9,8.0,khernandez@outlook.com
CUST1642,Diana Perez,Male,66.0,Delhi,2022-08-08,,79403.2,7.0,
CUST4925,Elizabeth Rodriguez,F,49.0,JAIPUR,2021-03-12,2025-02-21,49809.0,2.0,erodriguez@gmail.com
CUST8657,Amanda Sanchez,F,58.0,,2022-03-10,2023-02-19,51972.1,6.0,asanchez@example.com
CUST6890,Rebecca Lewis,f,38.0,MUMBAI,2018-01-02,2023-03-23,60419.8,5.0,rebeccalewis@example.com
CUST8397,Edward Sanchez,Male,21.0,Chennai,2021-07-03,2024-10-26,77010.7,5.0,sanchez45@outlook.com
CUST4875,Deborah Evans,m,66.0,DELHI,2019-10-18,2023-01-03,45160.8,8.0,evans18@yahoo.com
CUST2964,Diana Ramirez,F,25.0,Chennai,2022-09-03,2024-07-11,,6.0,ramirez46@outlook.com
CUST4282,Brittney Lewis,Male,69 years,Jaipur,2019-03-25,2025-05-14,77992.1,7.0,brittneylewis@outlook.com
CUST4476,Susan Moore,Male,53.0,bangalore,2018-10-11,2024-10-04,40583.9,10.0,smoore@hotmail.com
CUST10210,Thomas Mitchell,M,59.0,Nagpur,2019-07-21,2025-10-30,51608.0,4.0,mitchell94@outlook.com
CUST2480,Steven Ramirez,female,61.0,Bangalore,2023-10-16,2025-06-19,10338.8,9.0,ramirez15@yahoo.com
CUST10510,Sharon Thompson,Female,49.0,CHENNAI,2019-12-17,2025-09-12,76217.8,1.0,sharonthompson@hotmail.com
CUST5634,,MALE,,surat,2022-04-11,2024-03-18,28814.6,7.0,bettyharris@outlook.com
CUST8742,Betty Lee,male,30.0,Hyderabad,2022-04-20,2023-03-05,77289.3,7.0,bettylee@example.com
CUST2684,George Torres,male,,Delhi,2022-07-23,2023-06-24,39258.8,,georgetorres@yahoo.com
CUST1070,Brian Walker,,24.0,Surat,2019-07-05,2025-04-11,72155.9,10.0,bwalker@yahoo.com
CUST4295,Brittney Martin,male,52.0,lucknow,2022-05-09,2025-06-26,26894.8,8.0,
CUST5989,Deborah Thomas,male,70.0,delhi,2018-10-27,2025-02-07,70920.4,10.0,dthomas@hotmail.com
CUST10560,Nancy Clark,Female,,DELHI,2021-02-11,2023-01-28,64493.1,10.0,clark77@outlook.com
CUST2821,Michael Thomas,female,45 years,Nagpur,2020-05-14,2024-04-04,14191.7,6.0,thomas71@hotmail.com
CUST9691,Brian Miller,f,60.0,Jaipur,2023-04-24,2025-09-23,79749.9,10.0,brianmiller@hotmail.com
CUST8462,Brenda Garcia,MALE,,chennai,2020-10-19,2023-07-05,21606.8,,brendagarcia@hotmail.com
CUST8113,Kenneth Rivera,female,29.0,Kolkata,2023-05-14,2025-02-12,20877.4,1.0,kennethrivera@yahoo.com
CUST10434,Ashley Scott,M,58.0,KOLKATA,2023-02-06,2025-05-02,54590.6,2.0,ashleyscott@outlook.com
CUST2059,Cynthia Taylor,MALE,53.0,,2020-03-03,2025-07-11,19266.9,9.0,ctaylor@outlook.com
CUST4467,David Jones,MALE,31.0,Nagpur,2018-08-18,2025-12-24,62544.4,8.0,djones@hotmail.com
CUST2527,Mark Jones,Male,57.0,Jaipur,2021-08-07,2023-01-22,49630.3,6.0,jones54@outlook.com
CUST4033,Stephanie Lopez,FEMALE,60.0,lucknow,2023-11-14,2023-05-10,11028.7,9.0,stephanielopez@outlook.com
CUST4145,Jessica Johnson,,70.0,Kolkata,2022-02-13,2024-04-20,13227.2,2.0,jjohnson@example.com
CUST5981,Melissa Evans,Male,19 years,bangalore,2022-11-22,2025-02-13,50973.1,10.0,
CUST3527,Michael Mitchell,male,22.0,Nagpur,2022-07-16,2024-05-19,76262.3,7.0,michaelmitchell@outlook.com
CUST9220,Ronald Lewis,f,53 years,Pune,2021-01-13,2025-09-21,58350.7,10.0,rlewis@gmail.com
CUST10774,Brenda Thomas,male,61.0,hyderabad,2022-09-02,2024-06-24,38811.6,6.0,brendathomas@yahoo.com
CUST10730,Jessica Jackson,MALE,,Chennai,2022-07-11,2023-03-22,,,jjackson@yahoo.com
CUST10932,Brittney Evans,f,23 years,HYDERABAD,2019-09-18,2024-10-25,38813.4,7.0,evans29@yahoo.com
CUST3150,Edward Johnson,male,41.0,Delhi,2023-10-19,2025-11-01,68522.4,5.0,johnson86@outlook.com
CUST9946,Brittney Lopez,Male,,Chennai,2023-05-11,2023-05-20,77163.0,2.0,lopez78@yahoo.com
CUST4519,Sandra Sanchez,FEMALE,56.0,Surat,2022-11-11,2023-05-31,36742.7,7.0,sandrasanchez@example.com
CUST5222,Nancy Green,MALE,,hyderabad,2019-10-09,2023-05-10,20077.7,,nancygreen@gmail.com
CUST10865,Stephanie Gonzalez,m,68.0,Hyderabad,2019-05-20,2025-10-19,,1.0,sgonzalez@gmail.com
CUST5968,Charles Wilson,Female,45.0,chennai,2019-09-14,2024-06-21,38480.9,8.0,
CUST8887,Mark White,FEMALE,23.0,Chennai,2019-01-19,2025-09-17,51605.3,7.0,mwhite@outlook.com
CUST5026,Michael Roberts,M,53.0,Jaipur,2021-01-10,2023-04-19,40091.1,6.0,roberts70@outlook.com
CUST7579,Charles Miller,m,25.0,HYDERABAD,2023-03-19,2025-07-27,23724.3,2.0,cmiller@gmail.com
CUST5187,Brenda Perez,M,34 years,HYDERABAD,2018-04-29,2025-10-27,79200.4,4.0,bperez@hotmail.com
CUST6452,Jason Adams,f,41.0,Surat,2019-09-06,2023-04-24,73125.8,8.0,jadams@gmail.com
CUST3102,William Thomas,Male,69.0,Nagpur,2022-03-23,2025-09-15,55533.1,3.0,thomas13@gmail.com
CUST3755,James Lee,Male,56 years,ahmedabad,2018-10-14,2023-02-07,56422.0,7.0,lee11@outlook.com
CUST4154,Deborah Harris,Female,43.0,Nagpur,2018-09-21,2023-01-24,34722.6,2.0,harris31@hotmail.com
CUST7427,Sarah Hall,female,60.0,Hyderabad,2023-11-21,2024-02-05,11597.8,2.0,sarahhall@hotmail.com
CUST1208,Matthew Jones,Female,23.0,Jaipur,2021-07-19,2024-04-13,68294.5,4.0,mjones@example.com
CUST4181,Charles Garcia,m,22.0,CHENNAI,2023-05-26,2023-03-05,69079.0,7.0,garcia41@gmail.com
CUST2204,Brenda Thomas,M,69.0,kolkata,2019-06-14,2024-08-01,,1.0,thomas41@yahoo.com
CUST4977,Nancy Thomas,FEMALE,20 years,,2021-12-17,2023-03-15,75221.6,3.0,nancythomas@yahoo.com
CUST4345,Kenneth Nguyen,female,31.0,Kolkata,2020-10-02,2024-09-16,50786.5,4.0,kennethnguyen@outlook.com
CUST1987,Deborah Jones,M,65.0,Kolkata,2019-08-21,2024-06-28,75973.8,7.0,jones41@yahoo.com
CUST7846,,MALE,60.0,jaipur,2018-11-10,2024-03-24,69477.8,10.0,jflores@example.com
CUST10266,Sarah White,M,32 years,Jaipur,2021-06-26,2023-01-03,65124.7,1.0,white61@yahoo.com
CUST6977,Michael Ramirez,,56 years,Kolkata,2020-02-05,2025-01-26,49813.0,10.0,ramirez15@outlook.com
CUST4643,Mary Garcia,FEMALE,68.0,chennai,2019-08-06,2025-02-26,76506.4,7.0,mgarcia@gmail.com
CUST8896,Stephanie Roberts,M,62.0,,2022-10-30,2023-06-13,30652.4,5.0,sroberts@outlook.com
CUST4900,Barbara Hernandez,Female,25.0,hyderabad,2020-02-13,2024-02-29,74942.8,8.0,bhernandez@gmail.com
CUST5361,David Wilson,m,57.0,,2022-07-01,2025-04-26,48792.0,3.0,
CUST7999,Donald Lewis,female,40 years,kolkata,2018-04-30,2024-06-30,65565.1,10.0,donaldlewis@example.com
CUST10539,Sandra Anderson,female,64.0,JAIPUR,2020-06-06,2024-02-24,56480.1,5.0,sandraanderson@gmail.com
CUST2398,Edward Thomas,male,,pune,2022-10-10,2024-02-11,46876.5,10.0,thomas66@outlook.com
CUST3538,Melissa Nguyen,Male,55.0,mumbai,2020-08-24,2025-04-14,15210.7,7.0,mnguyen@example.com
CUST10134,George Brown,FEMALE,66 years,Hyderabad,2023-04-24,2023-06-23,11013.5,8.0,georgebrown@yahoo.com
CUST10735,Elizabeth Ramirez,FEMALE,42 years,hyderabad,2019-02-05,,76984.9,2.0,ramirez82@hotmail.com
CUST8624,Brenda Baker,F,64.0,JAIPUR,2020-06-02,2025-08-14,,3.0,bbaker@hotmail.com
CUST4054,Diana Johnson,m,20.0,ahmedabad,2019-03-30,2023-12-21,55219.2,6.0,johnson95@yahoo.com
CUST2687,George Hall,female,60.0,kolkata,2018-08-16,2025-03-11,24688.9,9.0,ghall@yahoo.com
CUST8674,,female,21.0,Surat,2020-03-05,2023-06-23,45109.4,1.0,matthewtaylor@gmail.com
CUST9049,William Hall,M,41.0,kolkata,2021-05-24,2023-12-25,41648.8,2.0,williamhall@hotmail.com
CUST3338,Kathleen Pierce,M,22.0,bangalore,2022-12-03,2024-02-08,71622.6,7.0,pierce32@gmail.com
CUST9185,Cynthia Thomas,M,55.0,Nagpur,2018-08-30,2024-10-26,52765.7,2.0,thomas53@hotmail.com
CUST8682,Sarah Hernandez,FEMALE,43 years,Pune,2021-08-14,2023-11-07,33103.5,4.0,hernandez91@gmail.com
CUST5253,Anthony Baker,FEMALE,59 years,lucknow,2019-10-02,2024-12-11,78206.4,7.0,baker72@hotmail.com
CUST7697,Jason Wilson,m,51.0,jaipur,2019-09-13,2024-08-29,35930.0,6.0,jwilson@example.com
CUST5306,John Smith,Male,28.0,Ahmedabad,2020-11-02,2025-05-05,70638.4,8.0,smith78@yahoo.com
CUST2565,,FEMALE,31.0,Delhi,2020-07-27,2023-05-02,26834.9,8.0,nelson58@example.com
CUST3423,Kenneth Rodriguez,M,25.0,HYDERABAD,2022-08-27,2024-08-08,33123.0,10.0,kennethrodriguez@outlook.com
CUST10384,Thomas Thomas,MALE,62.0,lucknow,2021-03-06,2024-07-31,43079.4,2.0,thomas43@yahoo.com
CUST7272,Sharon Ramirez,Female,44 years,PUNE,2018-04-18,2023-05-24,35547.1,8.0,sharonramirez@outlook.com
CUST5280,Paul Green,Male,33.0,lucknow,2023-09-09,2025-11-29,25630.3,8.0,paulgreen@gmail.com
CUST8368,Sandra Garcia,MALE,21.0,jaipur,2021-02-27,2025-10-23,79034.4,4.0,sandragarcia@gmail.com
CUST9318,Amanda Nguyen,f,63.0,Nagpur,2018-02-10,2023-02-03,58226.1,8.0,nguyen53@outlook.com
CUST10362,Cynthia Sanchez,m,24.0,kolkata,2018-06-06,2023-12-12,20476.4,10.0,cynthiasanchez@yahoo.com
CUST2882,Patricia Thomas,f,35.0,KOLKATA,2021-09-11,2023-07-10,,1.0,thomas64@gmail.com
CUST9785,Rebecca Scott,F,48.0,chennai,2023-07-02,2025-08-12,64676.9,10.0,rebeccascott@hotmail.com
CUST4768,Karen Lewis,male,31.0,,2022-11-19,2025-05-28,,6.0,
CUST4908,Nancy Green,male,,KOLKATA,2020-12-09,2025-03-16,77897.8,8.0,nancygreen@example.com
CUST6419,Barbara Young,Male,53.0,delhi,2020-07-17,2023-08-05,68846.7,6.0,barbarayoung@outlook.com
CUST3323,Steven Gonzalez,male,28.0,mumbai,2023-10-31,2023-04-24,42837.7,7.0,stevengonzalez@example.com
CUST2100,Paul Carroll,FEMALE,35.0,kolkata,2020-04-11,2023-09-23,7885.5,4.0,pcarroll@outlook.com
CUST6642,John Wilson,MALE,69.0,Kolkata,2023-04-08,2023-11-11,45373.6,3.0,johnwilson@outlook.com
CUST8417,Jennifer Torres,F,37.0,KOLKATA,2023-02-05,2025-11-10,29259.3,7.0,jtorres@example.com
CUST6778,,m,45 years,Surat,2020-07-02,2024-04-18,40477.2,9.0,
CUST4366,Barbara Thomas,,42.0,PUNE,2021-07-11,2024-02-01,47764.4,9.0,barbarathomas@gmail.com
CUST6198,Emily Anderson,Female,25.0,kolkata,2018-10-12,2025-05-25,12519.9,,anderson47@outlook.com
CUST3229,Ronald Martin,M,46.0,Surat,2019-12-05,2023-06-03,33490.8,6.0,rmartin@yahoo.com
CUST3756,Cynthia Carter,Female,31.0,JAIPUR,2022-08-24,2024-03-15,,10.0,ccarter@outlook.com
CUST2063,Ronald Scott,female,46.0,KOLKATA,2021-10-28,2023-08-29,21610.8,5.0,rscott@hotmail.com
CUST3662,Melissa Wright,M,42.0,delhi,2018-02-12,2025-03-20,10583.7,5.0,wright43@outlook.com
CUST8681,,Female,62.0,Kolkata,2023-04-17,2025-10-19,72890.2,9.0,
CUST5794,Matthew Moore,f,59 years,,2020-10-11,,22003.0,1.0,moore20@outlook.com
CUST8884,Steven Young,female,47.0,jaipur,2018-02-03,2025-08-12,16337.2,8.0,stevenyoung@hotmail.com
CUST10299,Robert Garcia,FEMALE,69.0,nagpur,2023-01-26,2025-01-12,23786.7,,garcia16@hotmail.com
CUST8303,Jason Flores,male,37.0,BANGALORE,2019-02-01,2024-07-27,65753.8,,jasonflores@example.com
CUST6553,David Scott,m,29.0,Kolkata,2020-05-08,2025-09-03,10954.9,7.0,davidscott@hotmail.com
CUST7150,Diana Carroll,Male,19.0,PUNE,2023-12-15,2023-10-10,60193.0,7.0,
CUST3260,Elizabeth Lewis,MALE,25.0,Kolkata,2020-02-22,2023-07-31,30418.8,5.0,lewis25@yahoo.com
CUST8490,Ronald Torres,Female,34 years,pune,2020-03-04,,68709.7,7.0,
CUST8493,Jessica Williams,f,63.0,,2022-08-22,2024-01-06,36110.1,10.0,williams49@outlook.com
CUST2910,Jennifer Torres,M,,lucknow,2018-10-01,2024-08-18,17170.8,8.0,
CUST4982,Diana Pierce,FEMALE,22.0,Jaipur,2021-06-23,2023-07-08,59610.8,10.0,
CUST10700,Mary Campbell,MALE,59.0,Surat,2021-10-29,2023-03-23,13384.4,10.0,mcampbell@yahoo.com
CUST6629,Rebecca Jackson,f,45.0,hyderabad,2022-12-22,2024-09-15,70860.4,9.0,jackson10@hotmail.com
CUST3742,Rebecca White,Male,58.0,Nagpur,2018-06-05,2025-09-25,31781.2,7.0,white31@outlook.com
CUST7045,Joseph Nelson,female,24.0,HYDERABAD,2018-07-12,2023-02-27,34704.0,,jnelson@yahoo.com
CUST5237,,female,36.0,BANGALORE,2019-10-17,2024-07-12,54325.2,8.0,mitchell76@outlook.com
CUST4573,Sarah Carter,F,56.0,HYDERABAD,2023-03-05,2023-08-09,56483.8,9.0,carter14@gmail.com
CUST5496,Elizabeth Davis,FEMALE,59.0,Kolkata,2021-01-27,2025-04-17,38583.3,5.0,
CUST7071,David Perez,male,69.0,bangalore,2022-04-18,2024-07-07,68231.7,10.0,perez38@example.com
CUST2938,Barbara Nelson,F,40.0,kolkata,2018-12-22,2024-04-26,71245.9,8.0,bnelson@yahoo.com
CUST2253,Stephanie Garcia,FEMALE,65.0,,2020-04-26,2023-05-20,12848.6,4.0,garcia96@yahoo.com
CUST4095,Lisa Baker,,33 years,DELHI,2022-05-21,2025-12-01,63116.6,9.0,baker42@hotmail.com
CUST10882,Richard Hill,m,29.0,nagpur,2018-04-21,2025-09-06,30024.1,8.0,rhill@hotmail.com
CUST10373,Karen Green,F,20.0,Bangalore,2022-01-28,2025-11-01,,10.0,green90@yahoo.com
CUST3513,Jennifer Thomas,FEMALE,47 years,HYDERABAD,2021-06-08,2023-05-18,54712.3,1.0,thomas66@gmail.com
CUST1301,Paul Pierce,M,61.0,mumbai,2021-04-08,2024-08-17,37916.7,2.0,ppierce@outlook.com
CUST10576,Linda Thompson,,21 years,,2022-03-14,2025-11-25,60106.7,3.0,lthompson@hotmail.com
CUST9600,Sandra Walker,f,19.0,jaipur,2022-02-09,2023-10-17,,7.0,swalker@gmail.com
CUST7042,John Lopez,male,21.0,Hyderabad,2022-06-08,2025-05-27,44462.7,2.0,lopez37@example.com
CUST4385,Brian Lee,M,,Surat,2019-09-28,2024-09-03,27454.6,1.0,lee46@outlook.com
CUST5308,William Rivera,Male,69.0,Jaipur,2022-10-22,2025-05-06,56638.9,9.0,williamrivera@outlook.com
CUST2279,George White,M,65 years,mumbai,2019-03-17,2025-02-18,78847.3,3.0,gwhite@example.com
CUST3174,Sharon Scott,f,68.0,KOLKATA,2022-03-07,2023-03-08,45831.2,3.0,sscott@gmail.com
CUST5301,Donald Robinson,female,40.0,Lucknow,2021-12-05,2023-08-11,5359.4,2.0,robinson17@hotmail.com
CUST3271,Stephanie Wilson,MALE,53.0,bangalore,2020-06-30,2023-06-27,56739.2,7.0,swilson@outlook.com
CUST4992,James Perez,FEMALE,24.0,jaipur,2021-02-23,2023-07-07,56082.3,4.0,perez86@hotmail.com
CUST6690,Susan Hall,male,20.0,lucknow,2018-03-19,2023-09-09,78020.6,9.0,shall@yahoo.com
CUST4644,Lisa Lee,F,31.0,CHENNAI,2020-03-28,2024-02-12,19211.1,9.0,lee58@yahoo.com
CUST3977,Richard Taylor,Female,49.0,jaipur,2020-10-05,2025-05-01,56172.1,5.0,taylor22@hotmail.com
CUST2956,Kathleen Moore,F,20.0,delhi,2020-07-25,2024-02-26,50522.5,9.0,kmoore@hotmail.com
CUST7468,Robert Williams,male,25.0,CHENNAI,2021-11-26,2023-10-18,76393.7,8.0,rwilliams@yahoo.com
CUST1126,Sarah Roberts,m,42.0,Nagpur,2019-02-06,2025-08-05,,8.0,
CUST6706,Charles Miller,f,48.0,MUMBAI,2020-07-05,2024-06-27,,2.0,miller53@outlook.com
CUST7138,Brian Brown,f,25.0,,2022-05-13,2024-08-07,,6.0,brown18@example.com
CUST10822,Paul Hill,M,29.0,HYDERABAD,2020-04-14,2024-11-17,17739.7,3.0,paulhill@example.com
CUST2260,Mark Flores,M,35.0,Kolkata,2023-08-20,2023-03-12,27464.4,2.0,mflores@gmail.com
CUST1715,Lisa Hall,FEMALE,69.0,ahmedabad,2021-04-12,2023-06-17,9150.9,5.0,lhall@yahoo.com
CUST4612,David Allen,m,43.0,surat,2023-10-22,2024-07-30,64182.7,,davidallen@yahoo.com
CUST9851,George Mitchell,F,47.0,bangalore,2019-07-01,2025-03-25,6091.7,3.0,mitchell81@yahoo.com
CUST1441,Elizabeth Nelson,m,28.0,kolkata,2021-07-17,2025-09-23,30889.4,4.0,nelson84@yahoo.com
CUST8504,Ashley Flores,m,46.0,delhi,2023-08-08,2023-04-30,44464.6,1.0,aflores@example.com
CUST7920,Karen Ramirez,male,53.0,surat,2020-02-15,2025-01-30,23950.0,1.0,ramirez55@yahoo.com
CUST8014,Linda Carter,Male,51.0,Bangalore,2023-09-09,2025-07-23,13089.4,,lcarter@outlook.com
CUST10396,John Miller,m,43.0,pune,2019-11-10,2023-03-19,,3.0,miller48@yahoo.com
CUST7131,Lisa King,female,,,2018-01-11,,73529.0,5.0,lisaking@outlook.com
CUST2604,,M,33.0,delhi,2021-01-17,2024-06-01,35791.0,5.0,mramirez@gmail.com
CUST7052,Jason Evans,MALE,46.0,DELHI,2020-07-11,2024-09-14,31477.9,3.0,jasonevans@example.com
CUST6573,Donald Miller,FEMALE,65.0,BANGALORE,2018-01-13,2024-11-10,78531.5,9.0,dmiller@hotmail.com
CUST3093,Linda Harris,Female,34.0,Jaipur,2020-07-03,,43566.9,8.0,lharris@outlook.com
CUST9883,Linda Clark,F,26.0,chennai,2020-02-25,2025-06-03,38933.0,3.0,clark23@example.com
CUST2163,Donald Johnson,m,18.0,jaipur,2019-01-06,2025-11-30,14694.5,1.0,johnson98@example.com
CUST3636,Mary Hall,M,18.0,,2020-12-04,2024-01-19,,10.0,mhall@outlook.com
CUST10939,Charles Wilson,Female,40.0,Mumbai,2023-07-07,2023-02-17,70284.9,9.0,wilson32@hotmail.com
CUST5826,Sarah Lewis,Female,32 years,nagpur,2018-11-21,2024-12-20,27750.4,6.0,sarahlewis@hotmail.com
CUST7857,Mark Torres,male,20.0,Delhi,2020-09-26,2023-02-03,69232.7,10.0,torres68@example.com
CUST4228,Patricia Nelson,Male,70.0,Kolkata,2023-03-12,2024-06-05,61702.0,1.0,nelson34@yahoo.com
CUST10036,William Moore,MALE,36.0,,2023-12-03,2024-04-01,67366.3,5.0,moore27@outlook.com
CUST9401,Mary Wilson,female,69.0,,2022-11-26,2023-05-10,,1.0,mwilson@outlook.com
CUST8933,John Carter,Female,,KOLKATA,2021-04-02,2023-11-10,16794.8,5.0,carter68@gmail.com
CUST6780,Ronald Roberts,Male,67.0,delhi,2022-01-13,2024-08-13,69553.0,,roberts78@example.com
CUST10441,James Mitchell,male,20.0,Jaipur,2019-03-24,,20734.6,7.0,mitchell87@example.com
CUST5243,Melissa Wilson,m,53.0,CHENNAI,2021-05-11,2023-08-28,62743.1,5.0,melissawilson@gmail.com
CUST7751,Robert Sanchez,M,60.0,kolkata,2023-04-14,2023-12-23,12478.7,3.0,sanchez97@hotmail.com
CUST3041,Brenda Allen,Male,42.0,chennai,2022-01-04,2025-04-29,47046.9,8.0,allen69@outlook.com
CUST9775,Mary Martinez,female,28.0,surat,2022-02-02,2024-05-21,64958.9,3.0,mmartinez@outlook.com
CUST8550,Laura Martinez,f,,MUMBAI,2020-10-29,2023-02-15,67025.5,7.0,martinez30@outlook.com
CUST2169,David White,FEMALE,18.0,Delhi,2022-03-14,2023-05-06,47478.9,5.0,davidwhite@outlook.com
CUST9351,Betty Davis,Male,59.0,Lucknow,2018-01-14,2025-09-17,49452.3,3.0,bettydavis@hotmail.com
CUST10975,Edward Lewis,F,49.0,Lucknow,2023-06-10,2025-07-27,35076.1,9.0,elewis@gmail.com
CUST6711,Elizabeth Anderson,F,56.0,Mumbai,2018-09-29,,7779.0,4.0,anderson11@gmail.com
CUST8147,Brenda Torres,,51.0,Kolkata,2019-11-05,2023-09-23,24741.0,1.0,brendatorres@yahoo.com
CUST8267,Edward Carroll,F,43.0,Nagpur,2022-11-17,2024-12-21,12788.7,1.0,
CUST10542,Cynthia Harris,M,44.0,JAIPUR,2021-03-04,2024-10-04,13245.9,6.0,charris@gmail.com
CUST5965,Karen Anderson,FEMALE,39.0,Kolkata,2022-03-29,2025-11-14,76554.8,10.0,anderson11@yahoo.com
CUST10538,Stephanie Jones,female,50 years,,2020-04-14,2024-12-13,,5.0,sjones@example.com
CUST5605,Sharon Allen,M,49.0,Mumbai,2018-07-01,2024-12-25,12850.8,8.0,sallen@yahoo.com
CUST6427,Ronald Smith,FEMALE,20.0,Delhi,2021-04-10,2025-05-24,71258.7,1.0,rsmith@hotmail.com
CUST1898,Kenneth Smith,male,46.0,chennai,2019-01-14,2025-06-28,33193.8,8.0,smith75@hotmail.com
CUST3509,Donald Hernandez,m,52.0,MUMBAI,2023-10-15,2025-12-09,78674.9,4.0,dhernandez@example.com
CUST5754,Patricia Nelson,FEMALE,58 years,Bangalore,2019-09-07,2025-02-23,45414.2,5.0,pnelson@gmail.com
CUST2627,Robert Lewis,m,29.0,Hyderabad,2021-05-29,,39122.8,7.0,lewis91@hotmail.com
CUST4262,Edward Sanchez,Female,23.0,Surat,2023-11-04,2025-10-07,67016.6,10.0,esanchez@hotmail.com
CUST7730,Brenda Hernandez,male,30.0,Ahmedabad,2018-09-11,2025-12-16,66196.2,7.0,brendahernandez@hotmail.com
CUST3585,,MALE,70.0,JAIPUR,2018-10-31,2023-10-20,,5.0,amandataylor@yahoo.com
CUST10974,,Female,35 years,Lucknow,2023-01-06,2024-11-12,8957.7,2.0,nperez@outlook.com
CUST5881,Charles Smith,,41.0,Bangalore,2021-08-13,2025-01-22,68113.1,8.0,smith34@example.com
CUST2570,Edward Wilson,male,45.0,BANGALORE,2023-04-25,2025-04-14,69654.1,4.0,ewilson@outlook.com
CUST4340,,f,52.0,MUMBAI,2018-10-16,2024-07-06,18572.6,6.0,garcia58@gmail.com
CUST6395,Melissa Baker,,,pune,2021-11-04,2023-05-31,51951.1,4.0,mbaker@yahoo.com
CUST4938,Patricia Nelson,m,55.0,Bangalore,2019-12-18,,77929.0,10.0,patricianelson@example.com
CUST8378,Brian Hall,m,49.0,chennai,2023-08-16,2023-12-10,17569.6,6.0,bhall@outlook.com
CUST10879,Brittney Hernandez,male,59.0,JAIPUR,2019-08-19,2024-02-19,76356.1,10.0,brittneyhernandez@gmail.com
CUST1993,Kathleen Nelson,MALE,28 years,nagpur,2023-11-01,2024-12-03,70892.8,3.0,nelson33@example.com
CUST6375,Steven Wright,Male,28 years,Kolkata,2021-10-18,2024-05-30,45378.0,5.0,
CUST7451,Stephanie Adams,f,33.0,PUNE,2018-11-15,2025-06-02,15181.2,4.0,adams20@yahoo.com
CUST3797,Patricia Perez,F,32.0,pune,2022-04-07,2024-12-20,11161.6,2.0,pperez@hotmail.com
CUST7609,Sharon Moore,female,23.0,bangalore,2021-01-11,2023-09-19,58513.1,4.0,smoore@outlook.com
CUST4122,Donald Adams,MALE,36 years,Pune,2021-05-18,2023-10-08,66465.0,3.0,adams99@hotmail.com
CUST2663,Elizabeth Carter,m,30.0,kolkata,2019-06-07,2024-08-17,,7.0,carter79@yahoo.com
CUST8953,Laura Martinez,M,61.0,chennai,2023-01-13,2024-04-20,72780.9,2.0,lauramartinez@example.com
CUST5145,William Nguyen,FEMALE,62.0,PUNE,2022-04-02,2023-03-05,31370.3,2.0,wnguyen@gmail.com
CUST8933,Sarah Baker,female,44.0,hyderabad,2021-10-01,2025-06-29,22501.7,1.0,baker93@hotmail.com
CUST3298,Betty Johnson,,51.0,,2023-05-26,2023-12-06,42951.7,7.0,johnson52@yahoo.com
CUST9260,Brenda Harris,FEMALE,,Bangalore,2023-02-05,2025-02-22,53937.1,10.0,harris82@outlook.com
CUST5551,Jessica Lee,F,25.0,Mumbai,2019-05-25,2025-12-26,61872.9,2.0,lee83@example.com
CUST7718,Cynthia Harris,F,63.0,PUNE,2019-08-25,2025-12-02,42837.7,2.0,cynthiaharris@outlook.com
CUST7518,Matthew Williams,M,67.0,nagpur,2019-02-05,2024-01-08,43432.9,3.0,
CUST6629,Joseph Hill,male,66.0,hyderabad,2018-10-10,2023-07-31,27347.5,6.0,josephhill@hotmail.com
CUST3979,Betty Young,M,,Chennai,2019-05-08,2023-12-09,57387.6,1.0,young34@gmail.com
CUST6908,Brittney Flores,,21 years,Chennai,2020-10-08,2024-11-01,,6.0,bflores@hotmail.com
CUST7208,Lisa Sanchez,FEMALE,,KOLKATA,2018-04-06,2025-02-11,41024.5,5.0,lisasanchez@yahoo.com
